Type,Matériaux,Teneur en carbone C (%),Utilisation,section,Nuances d'aciers,Résistances élastiques σe (MPa),Résistances à la rupture σr (MPa),Déformation limites l/l₀ (‰),Désignation,Signification,Valeur de H (mm),N°,DESIGNATION,CHARGE en daN/m²,NATURE des locaux,Charges daN/m²,Type d'action,Catégorie,Dénomination,Degré de l'action,Coefficients de pondération,Combinaison d'actions,Les combinaisons,Temps de récurrence (ans),Valeur,Région I,Région II,Région III,Région IV,Région V,Région VI,Régions,I,II,III,IV,V,VI,Paramètres,Zone I,Zone II,Zone III,Zone IV,Zone V,Zone VI,Zone VII,Zone VIII,Zone IX,Zone X,Type de parois,Valeur du coefficient résultante C',Profils,Dimensions (mm),Masse (kg/m),Surface de peinture (m²/m),Section A (cm²),Moment d'inertie (cm⁴),Module de flexion (cm³),Rayon de giration (cm),Distance entre ailes d (mm),Moment statique Sx (cm³),Séries,Dimensions (mm) e,Section (cm²),Moment d'inertie I_y (cm⁴),Module de flexion W_y (cm³),Rayon de giration i_y (cm),e (mm),Ix_a0,Wx_a0,Ix_a6,Wx_a6,Ix_a10,Wx_a10,Ix_a8,Wx_a8,Ix_a12,Wx_a12,Ix_a14,Wx_a14,Ix_a16,Wx_a16,Classe d'emploi,Conditions,Altérations,Type de bois,Classe de résistance,Domaine d'utilisation,Classe de service,Humidité relative de l'air ambiante à 20 °C,Humidité relative de l'air ne dépassant 85%,Types de structures,Nature de bois,Valeur de H (%),Observation,Emploi,Valeur de rᵥ (%),Valeur de v (%),Valeur de d,Exemple de bois,Symbole,Unité,C18,C22,C24,C27,C30,C35,C40,GL24h,GL28h,GL32h,GL36h,Classe du bois lamellé-collé,Bois des lamelles extérieures,Bois des lamelles intérieures panaché ou combiné,Essence de bois,Densité,Résistance à la compression,Résistance à la flexion,Module E,Retrait tangentiel,Retrait radial,Termite,Classe de Durabilité,Classe de densité,Classe d'emploi (sans traitement),Résistance mécanique,qk (daN/m²),Qk (daN),Poids propre (par mètre de longueur de cloison),Charge répartie équivalente qk (daN/m²),Etat limite vérifié,Action Permanente (Gk),"Action variable de base (Qk,1)","Actions variables d'accompagnement (Qk,i)",Action Accidentelle (γ_A*A_dk),Combinaison,Coefficients partiels en fonction du type d'action,Bâtiment usuel,Temps de récurrence (an),Régions I,Régions II,Régions III,Régions IV,Régions V,Régions VI,Réf.,Durée indicative (en année),Ouvrages,Catégorie de rugosité,Description,Z₀ (m),Z_min (m),Ref,Coefficients C_pe,Surface (S) reprenant l'action du vent (m²),h/d,"A_C_pe,10","A_C_pe,1","B_C_pe,10","B_C_pe,1","C_C_pe,10","C_C_pe,1","D_C_pe,10","D_C_pe,1","E_C_pe,10","E_C_pe,1",Angle de pente α,"F_C_pe,10_Au_Vent","F_C_pe,10_Sous_Vent","F_C_pe,1_Au_Vent","F_C_pe,1_Sous_Vent","G_C_pe,10_Au_Vent","G_C_pe,10_Sous_Vent","G_C_pe,1_Au_Vent","G_C_pe,1_Sous_Vent","H_C_pe,10_Au_Vent","H_C_pe,10_Sous_Vent","H_C_pe,1_Au_Vent","H_C_pe,1_Sous_Vent","I_C_pe,10_Au_Vent","I_C_pe,10_Sous_Vent","I_C_pe,1_Au_Vent","I_C_pe,1_Sous_Vent","J_C_pe,10_Au_Vent","J_C_pe,10_Sous_Vent","J_C_pe,1_Au_Vent","J_C_pe,1_Sous_Vent","F_C_pe,10","F_C_pe,1","G_C_pe,10","G_C_pe,1","H_C_pe,10","H_C_pe,1","I_C_pe,10","I_C_pe,1",Cas,Pression intérieure C_pi,Combinaisons fondamentales,Combinaisons accidentelles,Etats limites de service,Matérial,Norme,Classe de service 1,Classe de service 2,Classe de service 3,Type d'ouvrage,W_inst/lim,"W_net,fin/lim",W_fin/lim
,,,,Vitesses (en m/s) et pressions dynamiques (en daN/m²) de base en fonction des temps de récurrences au Togo,,,,,,,,,,,,,,,,,,,,40,Wio (daN/m²),"25,20","25,80","27,20","28,10","32,20","40,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Vitesses (en m/s) et pressions dynamiques (en daN/m²) de base en fonction des temps de récurrences au Togo,,,,,,,,,,,,,,,,,,,,50,Vio (m/s),"29,50","29,80","30,80","32,00","34,10","38,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Vitesses (en m/s) et pressions dynamiques (en daN/m²) de base en fonction des temps de récurrences au Togo,,,,,,,,,,,,,,,,,,,,50,Wio (daN/m²),"27,20","28,40","29,30","30,10","33,20","45,50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Vitesses (en m/s) et pressions dynamiques (en daN/m²) de base en fonction des temps de récurrences au Togo,,,,,,,,,,,,,,,,,,,,60,Vio (m/s),"30,50","31,10","32,00","32,80","35,10","39,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Vitesses (en m/s) et pressions dynamiques (en daN/m²) de base en fonction des temps de récurrences au Togo,,,,,,,,,,,,,,,,,,,,60,Wio (daN/m²),"28,40","29,20","31,10","32,20","35,00","46,80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Vitesses (en m/s) et pressions dynamiques (en daN/m²) de base en fonction des temps de récurrences au Togo,,,,,,,,,,,,,,,,,,,,70,Vio (m/s),"31,14","32,26","33,00","33,50","36,00","40,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Vitesses (en m/s) et pressions dynamiques (en daN/m²) de base en fonction des temps de récurrences au Togo,,,,,,,,,,,,,,,,,,,,70,Wio (daN/m²),"29,50","30,20","32,00","33,50","36,50","48,90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Vitesses (en m/s) et pressions dynamiques (en daN/m²) de base en fonction des temps de récurrences au Togo,,,,,,,,,,,,,,,,,,,,80,Vio (m/s),"32,00","33,00","33,80","34,50","36,80","40,80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Vitesses (en m/s) et pressions dynamiques (en daN/m²) de base en fonction des temps de récurrences au Togo,,,,,,,,,,,,,,,,,,,,80,Wio (daN/m²),"31,42","32,50","34,00","35,00","38,61","50,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Vitesses (en m/s) et pressions dynamiques (en daN/m²) de base en fonction des temps de récurrences au Togo,,,,,,,,,,,,,,,,,,,,90,Vio (m/s),"32,87","33,82","34,50","35,30","37,50","41,50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Vitesses (en m/s) et pressions dynamiques (en daN/m²) de base en fonction des temps de récurrences au Togo,,,,,,,,,,,,,,,,,,,,90,Wio (daN/m²),"32,36","33,50","35,00","36,95","39,92","51,40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Vitesses (en m/s) et pressions dynamiques (en daN/m²) de base en fonction des temps de récurrences au Togo,,,,,,,,,,,,,,,,,,,,100,Vio (m/s),"33,52","34,50","35,30","36,00","38,30","42,20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Vitesses (en m/s) et pressions dynamiques (en daN/m²) de base en fonction des temps de récurrences au Togo,,,,,,,,,,,,,,,,,,,,100,Wio (daN/m²),"34,00","35,00","36,20","38,00","40,92","53,20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Coefficients de site des différentes régions du Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,Site protégé,"0,80","0,80","0,80","0,80","0,80","0,80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Coefficients de site des différentes régions du Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,Site normal,"1,00","1,00","1,00","1,00","1,00","1,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Coefficients de site des différentes régions du Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,Site exposé,"1,35","1,35","1,35","1,35","1,30","1,30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Directions dominantes du vent dans différentes zones de Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direction (en degrés cardinaux),220,260,220,180,180,180,280,220,180,"140, 220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Directions dominantes du vent dans différentes zones de Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Directions,SW,W,SW,S,S,S,E,SW,W,"S, NE, SW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeur des actions résultantes C',,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forces planes et pour les faces composant des ondes ou des plis normaux à la direction du vent,"0,01 Wc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeur des actions résultantes C',,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forces planes et pour les faces parallèles à la direction du vent,"0,02 Wc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeur des actions résultantes C',,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forces composant des ondes ou des plis normaux à la direction du vent,"0,04 Wc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeur des actions résultantes C',,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Les faces composant des nervures normales à la direction du vent,"0,08 Wc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CARACTERISTIQUES DES PROFILS IPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IPE 80,"h=80, b=46, e=3.8, a=5.2, r=5",6.0,0.237,7.64,80.1,20.0,3.24,69.6,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CARACTERISTIQUES DES PROFILS IPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IPE 100,"h=100, b=55, e=4.1, a=5.7, r=7",8.1,0.292,10.3,171,34.2,4.08,88.6,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CARACTERISTIQUES DES PROFILS IPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IPE 120,"h=120, b=64, e=4.4, a=6.3, r=7",10.4,0.351,13.2,318,53.0,4.91,107.4,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CARACTERISTIQUES DES PROFILS IPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IPE 140,"h=140, b=73, e=4.7, a=6.9, r=7",12.9,0.409,16.4,541,77.3,5.74,126.2,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CARACTERISTIQUES DES PROFILS IPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IPE 160,"h=160, b=82, e=5.0, a=7.4, r=9",15.8,0.468,20.1,869,109,6.58,145.2,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CARACTERISTIQUES DES PROFILS IPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IPE 180,"h=180, b=91, e=5.3, a=8.0, r=9",18.8,0.528,23.9,1317,146,7.42,164,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CARACTERISTIQUES DES PROFILS IPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IPE 200,"h=200, b=100, e=5.6, a=8.5, r=12",22.4,0.589,28.5,1943,194,8.25,183,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CARACTERISTIQUES DES PROFILS IPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IPE 220,"h=220, b=110, e=5.9, a=9.2, r=12",26.2,0.650,33.4,2772,252,9.11,201.6,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CARACTERISTIQUES DES PROFILS IPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IPE 240,"h=240, b=120, e=6.2, a=9.8, r=15",30.7,0.712,39.1,3892,324,9.99,220.4,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CARACTERISTIQUES DES PROFILS IPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IPE 270,"h=270, b=135, e=6.6, a=10.2, r=15",36.1,0.812,45.9,5790,429,11.2,249.6,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CARACTERISTIQUES DES PROFILS IPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IPE 300,"h=300, b=150, e=7.1, a=10.7, r=15",42.2,0.905,53.8,8356,557,12.5,278.6,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CARACTERISTIQUES DES PROFILS IPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IPE 330,"h=330, b=160, e=7.5, a=11.5, r=18",49.1,1.000,62.6,11770,713,13.7,307,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CARACTERISTIQUES DES PROFILS IPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IPE 360,"h=360, b=170, e=8.0, a=12.7, r=18",57.1,1.100,72.7,16270,904,15.0,334.6,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CARACTERISTIQUES DES PROFILS IPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IPE 400,"h=400, b=180, e=8.6, a=13.5, r=21",66.3,1.229,84.5,23130,1160,16.5,373,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CARACTERISTIQUES DES PROFILS IPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IPE 450,"h=450, b=190, e=9.4, a=14.6, r=21",77.6,1.383,98.8,33740,1500,18.5,420.8,851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CARACTERISTIQUES DES PROFILS IPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IPE 500,"h=500, b=200, e=10.2, a=16.0, r=24",89.6,1.543,116,48200,1920,20.4,468,1097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CARACTERISTIQUES DES PROFILS IPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IPE 550,"h=550, b=210, e=11.1, a=17.2, r=24",106,1.708,134,67120,2440,22.4,515.6,1394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CARACTERISTIQUES DES PROFILS IPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IPE 600,"h=600, b=220, e=12.0, a=19.0, r=24",124,1.867,156,92080,3070,24.3,562,1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Vitesses et pressions dynamiques de base en fonction des temps de récurrences au Togo,,,,,,,,,,,,,,,,,,,,10,Vio (m/s),"20,50","21,00","21,20","21,90","24,00","29,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Vitesses et pressions dynamiques de base en fonction des temps de récurrences au Togo,,,,,,,,,,,,,,,,,,,,10,Wio (daN/m²),"13,66","13,84","14,94","15,66","18,33","25,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Vitesses et pressions dynamiques de base en fonction des temps de récurrences au Togo,,,,,,,,,,,,,,,,,,,,20,Vio (m/s),"24,80","25,00","25,80","26,40","29,10","33,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
